task,controller,seed,robot_count,steps,duration_s,success,aggregation_score,collision_rate,convergence_time_s,cooperative_push_fraction,coverage_fraction,coverage_score,coverage_time_s,delivery_time_s,largest_component_fraction,maximum_simultaneous_pushers,mean_command_effort,mean_distance_traveled_m,mean_nearest_neighbor_distance_m,mean_push_alignment,object_goal_distance_m,peak_coverage_fraction,polarization,pusher_utilization,swarm_radius_m,transport_progress,transport_score
coverage,rules,1016,16,135,13.499999999999968,1,,0.009259259259259259,,,0.6157407407407407,0.6138888888888888,12.099999999999973,,,,0.6892812772880633,2.802266896165182,0.9281796632698212,,,0.6296296296296297,,,,,
coverage,rules,1017,16,160,15.99999999999996,1,,0.00078125,,,0.6203703703703703,0.6202141203703704,14.599999999999964,,,,0.6765811717442756,3.1990003806950926,0.9216402022434407,,,0.6435185185185185,,,,,
coverage,rules,1018,16,70,6.999999999999991,1,,0.019642857142857142,,,0.6064814814814815,0.6025529100529101,5.599999999999996,,,,0.708445163342518,1.5338311596730745,0.9812984370483984,,,0.6388888888888888,,,,,
coverage,rules,1019,16,184,18.39999999999999,1,,0.010869565217391304,,,0.6111111111111112,0.6089371980676329,16.99999999999997,,,,0.673107626381082,3.6357392675584794,0.9194002462474894,,,0.625,,,,,
coverage,random,1000,16,600,60.00000000000058,0,,0.1228125,,,0.4351851851851852,0.4106226851851852,60.00000000000058,,,,0.6696633736814156,11.467304638341668,0.4883738314072497,,,0.5416666666666666,,,,,
coverage,random,1001,16,600,60.00000000000058,0,,0.15885416666666666,,,0.4583333333333333,0.42656249999999996,60.00000000000058,,,,0.6707060310353942,11.550630746859612,0.5287379636820422,,,0.5370370370370371,,,,,
coverage,random,1002,16,600,60.00000000000058,0,,0.1228125,,,0.4351851851851852,0.4106226851851852,60.00000000000058,,,,0.6685972623662203,11.54190203985848,0.4770372950444801,,,0.49074074074074076,,,,,
coverage,random,1003,16,600,60.00000000000058,0,,0.1265625,,,0.4444444444444444,0.4191319444444444,60.00000000000058,,,,0.6567947165272937,11.281072449841528,0.49821262452087656,,,0.5092592592592593,,,,,
coverage,random,1004,16,600,60.00000000000058,0,,0.17447916666666666,,,0.39351851851851855,0.3586226851851852,60.00000000000058,,,,0.6708930060706386,11.481883032222994,0.5149775727782527,,,0.4675925925925926,,,,,
coverage,random,1005,16,600,60.00000000000058,0,,0.131875,,,0.5,0.473625,60.00000000000058,,,,0.6548655402337981,11.277987345989748,0.6151374966948979,,,0.5,,,,,
coverage,random,1006,16,600,60.00000000000058,0,,0.14333333333333334,,,0.4398148148148148,0.41114814814814815,60.00000000000058,,,,0.6650190866902866,11.476347351303115,0.5205115036577442,,,0.5277777777777778,,,,,
coverage,random,1007,16,600,60.00000000000058,0,,0.12125,,,0.37037037037037035,0.34612037037037036,60.00000000000058,,,,0.6705419367358758,11.468890378506442,0.43324868873404837,,,0.5185185185185185,,,,,
coverage,random,1008,16,600,60.00000000000058,0,,0.18114583333333334,,,0.5462962962962963,0.5100671296296296,60.00000000000058,,,,0.667226654120949,11.367959998028061,0.7657742516991526,,,0.5462962962962963,,,,,
coverage,random,1009,16,600,60.00000000000058,0,,0.14510416666666667,,,0.4351851851851852,0.40616435185185185,60.00000000000058,,,,0.6630664412542037,11.325218105037818,0.5288350983236454,,,0.49074074074074076,,,,,
coverage,random,1010,16,600,60.00000000000058,0,,0.2015625,,,0.4537037037037037,0.41339120370370375,60.00000000000058,,,,0.6669838329166669,11.237778225127572,0.5164738724632483,,,0.5092592592592593,,,,,
coverage,random,1011,16,600,60.00000000000058,0,,0.160625,,,0.3888888888888889,0.3567638888888889,60.00000000000058,,,,0.6684753373985971,11.345131615402728,0.5182972733487753,,,0.49074074074074076,,,,,
coverage,random,1012,16,600,60.00000000000058,0,,0.14052083333333334,,,0.4398148148148148,0.4117106481481482,60.00000000000058,,,,0.6651617666917649,11.402092903576335,0.5139567719956034,,,0.5324074074074074,,,,,
coverage,random,1013,16,600,60.00000000000058,0,,0.15979166666666667,,,0.3888888888888889,0.3569305555555556,60.00000000000058,,,,0.6664725216588029,11.346689393540696,0.5478033126235842,,,0.48148148148148145,,,,,
coverage,random,1014,16,600,60.00000000000058,0,,0.13302083333333334,,,0.4861111111111111,0.45950694444444445,60.00000000000058,,,,0.6549538699993392,11.247083572270432,0.592396682209643,,,0.5370370370370371,,,,,
coverage,random,1015,16,600,60.00000000000058,0,,0.16739583333333333,,,0.4027777777777778,0.3692986111111111,60.00000000000058,,,,0.6628908102194461,11.328825464093834,0.5076367799812556,,,0.47685185185185186,,,,,
coverage,random,1016,16,600,60.00000000000058,0,,0.1546875,,,0.4537037037037037,0.4227662037037037,60.00000000000058,,,,0.6682215233640761,11.386823155522356,0.6625424984081058,,,0.47685185185185186,,,,,
