task,controller,seed,robot_count,steps,duration_s,success,collision_rate,cooperative_push_fraction,delivery_time_s,maximum_simultaneous_pushers,mean_command_effort,mean_distance_traveled_m,mean_push_alignment,object_goal_distance_m,pusher_utilization,transport_progress,transport_score
transport,rules,1001,12,137,13.699999999999967,1,0.14902676399026765,0.8686131386861314,13.699999999999967,5.0,0.8330043168484748,3.966045033073911,0.9724500067495782,0.33672557030667694,0.2725060827250608,0.8877581432311077,0.8728554668320809
transport,rules,1002,12,150,14.999999999999963,1,0.11222222222222222,0.8133333333333334,14.999999999999963,6.0,0.8201536216612052,4.211021001982879,0.9844274112771715,0.3261311053763709,0.2577777777777778,0.8912896315412097,0.8800674093189874
transport,rules,1003,12,131,13.09999999999997,1,0.14821882951653945,0.8778625954198473,13.09999999999997,5.0,0.8358526378104777,3.8090325410490657,0.9744676987244848,0.3443747987410841,0.28053435114503816,0.8852084004196387,0.8703865174679847
transport,rules,1004,12,139,13.899999999999967,1,0.1696642685851319,0.8992805755395683,13.899999999999967,5.0,0.8314676254583319,3.993394190681203,0.9810159951823454,0.34412699079886977,0.2697841726618705,0.8852910030670434,0.8683245762085302
transport,rules,1005,12,140,13.999999999999966,1,0.10357142857142858,0.8428571428571429,13.999999999999966,5.0,0.8214567899181981,3.9372982273504316,0.9818163374067378,0.34711530365596044,0.2702380952380952,0.8842948987813465,0.8739377559242036
transport,rules,1006,12,149,14.899999999999963,1,0.2058165548098434,0.8456375838926175,14.899999999999963,4.0,0.80911246565032,4.069362571913119,0.9768366218238703,0.33352007070998724,0.2550335570469799,0.8888266430966709,0.8682449876156866
transport,rules,1007,12,126,12.599999999999971,1,0.09193121693121693,0.8809523809523809,12.599999999999971,5.0,0.854384700183995,3.8076056527211786,0.9818905771700404,0.33676609214709163,0.29894179894179895,0.8877446359509694,0.8785515142578477
transport,rules,1008,12,147,14.699999999999964,1,0.10657596371882086,0.8231292517006803,14.699999999999964,5.0,0.8146599008986107,4.08191114773038,0.9811909732921528,0.32828942327362753,0.27154195011337867,0.8905701922421242,0.8799125958702421
transport,rules,1009,12,133,13.299999999999969,1,0.11466165413533834,0.8721804511278195,13.299999999999969,5.0,0.8312997706396232,3.824151157551654,0.9801501880126238,0.3373291004560768,0.2825814536340852,0.8875569665146411,0.8760908011011073
transport,rules,1010,12,141,14.099999999999966,1,0.11761229314420804,0.8652482269503546,14.099999999999966,5.0,0.8243083034926143,4.012136736050975,0.9860047802759674,0.3410431388677577,0.258274231678487,0.8863189537107474,0.8745577243963266
transport,rules,1011,12,155,15.499999999999961,1,0.13279569892473117,0.8129032258064516,15.499999999999961,5.0,0.80012347702127,4.152767681333326,0.9800370345126005,0.3332609328364473,0.256989247311828,0.8889130223878509,0.8756334524953777
transport,rules,1012,12,129,12.89999999999997,1,0.10529715762273902,0.9147286821705426,12.89999999999997,4.0,0.8389126339482776,3.780980213392406,0.9775081826857802,0.34397270642112954,0.28552971576227393,0.8853424311929569,0.874812715430683
transport,rules,1013,12,139,13.899999999999967,1,0.11990407673860912,0.8920863309352518,13.899999999999967,5.0,0.8201485361266774,3.897984040818542,0.9789891998283708,0.34517566821851275,0.2667865707434053,0.8849414439271625,0.8729510362533015
transport,rules,1014,12,126,12.599999999999971,1,0.18121693121693122,0.9206349206349206,12.599999999999971,6.0,0.8507118184258264,3.7508201896147395,0.9816454891318892,0.3334655608777375,0.296957671957672,0.8888448130407541,0.870723119919061
transport,rules,1015,12,127,12.69999999999997,1,0.08989501312335958,0.889763779527559,12.69999999999997,5.0,0.8431133259186978,3.7450616008890996,0.9674022702668353,0.3384719482188472,0.29658792650918636,0.8871760172603843,0.8781865159480483
transport,rules,1016,12,141,14.099999999999966,1,0.16666666666666666,0.851063829787234,14.099999999999966,5.0,0.827074505812865,4.016028191109593,0.9792948809516473,0.3444057773877254,0.26891252955082745,0.8851980742040916,0.8685314075374249
transport,rules,1017,12,147,14.699999999999964,1,0.14625850340136054,0.8571428571428571,14.699999999999964,6.0,0.8076614555614207,4.014599271952837,0.948536466441098,0.3386948013545341,0.27607709750566894,0.8871017328818219,0.8724758825416858
transport,rules,1018,12,136,13.599999999999968,1,0.10355392156862746,0.8823529411764706,13.599999999999968,5.0,0.8270140893878154,3.8728376416863797,0.9841610263221576,0.3319447425913973,0.27512254901960786,0.8893517524695342,0.8789963603126715
transport,rules,1019,12,137,13.699999999999967,1,0.10097323600973236,0.8686131386861314,13.699999999999967,5.0,0.8216107092396631,3.8756617626238623,0.9800108868709329,0.33985380417497213,0.2761557177615572,0.8867153986083426,0.8766180750073693
